,ligand,receptor,pathway,ligand_annotation,TF
LAMA1|NT5E,LAMA1,NT5E,LAMININ,unSecreted,
LAMA1|ITGA6,LAMA1,ITGA6,LAMININ,unSecreted,"STAT3, FOS, SP1, JUN"
LAMA1|ITGB8,LAMA1,ITGB8,LAMININ,unSecreted,"SMAD3, SP1, RXRA, AR, ESR1, STAT1, FOS, STAT3, GTF2I, STAT5A, STAT5B, PPARG, JUN"
LAMA1|ITGA1,LAMA1,ITGA1,LAMININ,unSecreted,"STAT3, FOS, SP1, JUN"
LAMA1|ITGA7,LAMA1,ITGA7,LAMININ,unSecreted,"STAT3, FOS, SP1, JUN"
LAMB2|RPSA,LAMB2,RPSA,LAMININ,unSecreted,"HSF1, ATF5, MLXIPL, ATF4, DDIT3, FOXM1"
LAMB2|ITGB4,LAMB2,ITGB4,LAMININ,unSecreted,"SP1, RXRA, AR, ESR1, STAT1, FOS, STAT3, GTF2I, STAT5A, STAT5B, PPARG, JUN"
LAMB3|ITGB4,LAMB3,ITGB4,LAMININ,unSecreted,"SP1, RXRA, AR, ESR1, STAT1, FOS, STAT3, GTF2I, STAT5A, STAT5B, PPARG, JUN"
LAMB3|ITGA6,LAMB3,ITGA6,LAMININ,unSecreted,"STAT3, FOS, SP1, JUN"
LAMC2|ITGB1,LAMC2,ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC2|ITGB4,LAMC2,ITGB4,LAMININ,unSecreted,"SP1, RXRA, AR, ESR1, STAT1, FOS, STAT3, GTF2I, STAT5A, STAT5B, PPARG, JUN"
LAMC2|ITGA6,LAMC2,ITGA6,LAMININ,unSecreted,"STAT3, FOS, SP1, JUN"
LAMC2|ITGA3,LAMC2,ITGA3,LAMININ,unSecreted,"STAT3, FOS, SP1, JUN"
LAMA3|ITGB4,LAMA3,ITGB4,LAMININ,unSecreted,"SP1, RXRA, AR, ESR1, STAT1, FOS, STAT3, GTF2I, STAT5A, STAT5B, PPARG, JUN"
LAMA3|SDC2,LAMA3,SDC2,LAMININ,unSecreted,"NFATC1, AR, ESR1, NFATC3, NFATC2, CREB1"
LAMA1|COMPLEX:ITGA1_ITGB1,LAMA1,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA2|COMPLEX:ITGA1_ITGB1,LAMA2,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA3|COMPLEX:ITGA1_ITGB1,LAMA3,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA4|COMPLEX:ITGA1_ITGB1,LAMA4,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA5|COMPLEX:ITGA1_ITGB1,LAMA5,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB1|COMPLEX:ITGA1_ITGB1,LAMB1,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB2|COMPLEX:ITGA1_ITGB1,LAMB2,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB3|COMPLEX:ITGA1_ITGB1,LAMB3,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC1|COMPLEX:ITGA1_ITGB1,LAMC1,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC2|COMPLEX:ITGA1_ITGB1,LAMC2,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC3|COMPLEX:ITGA1_ITGB1,LAMC3,COMPLEX:ITGA1_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA1|COMPLEX:ITGA2_ITGB1,LAMA1,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA2|COMPLEX:ITGA2_ITGB1,LAMA2,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA3|COMPLEX:ITGA2_ITGB1,LAMA3,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA4|COMPLEX:ITGA2_ITGB1,LAMA4,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA5|COMPLEX:ITGA2_ITGB1,LAMA5,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB1|COMPLEX:ITGA2_ITGB1,LAMB1,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB2|COMPLEX:ITGA2_ITGB1,LAMB2,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB3|COMPLEX:ITGA2_ITGB1,LAMB3,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC1|COMPLEX:ITGA2_ITGB1,LAMC1,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC2|COMPLEX:ITGA2_ITGB1,LAMC2,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC3|COMPLEX:ITGA2_ITGB1,LAMC3,COMPLEX:ITGA2_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA1|COMPLEX:ITGA3_ITGB1,LAMA1,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA2|COMPLEX:ITGA3_ITGB1,LAMA2,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA3|COMPLEX:ITGA3_ITGB1,LAMA3,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA4|COMPLEX:ITGA3_ITGB1,LAMA4,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMA5|COMPLEX:ITGA3_ITGB1,LAMA5,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB1|COMPLEX:ITGA3_ITGB1,LAMB1,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB2|COMPLEX:ITGA3_ITGB1,LAMB2,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMB3|COMPLEX:ITGA3_ITGB1,LAMB3,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC1|COMPLEX:ITGA3_ITGB1,LAMC1,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC2|COMPLEX:ITGA3_ITGB1,LAMC2,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
LAMC3|COMPLEX:ITGA3_ITGB1,LAMC3,COMPLEX:ITGA3_ITGB1,LAMININ,unSecreted,"NR4A1, PAX8, NRF1, THRA, NFATC4, SP7, CREB5, ESR2, CREB3L1, ATF6B, STAT3, ETV1, POU5F1, SRF, GLI3, DNMT1, TFAP2A, NR5A1, CREB3L4, JUN, HSF1, GATA1, SP1, MLXIPL, RXRA, STAT2, AR, ESR1, STAT1, RELA, FOS, STAT5A, ETV5, ATF1, YBX1, TP53, NFKB1, NKX3-1, ATF4, NR1H4, TWIST1, GLI2, NFE2L2, PDX1, RARA, STAT5B, DLX5, CREB3L2, PPARG, GLI1, ATF2, CREB3, FOXA2, SOX9, RUNX2, PPARA, GTF2I, PBX1, CREB1"
